sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,NAPMPI,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,NAPMEI,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,NAPM,NAPMNOI,NAPMSDI,NAPMII,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,AMBSL,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXMMTH,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,PPIFGS,PPIFCG,PPIITM,PPICRM,OILPRICEx,PPICMM,NAPMPRI,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUUR0000SAD,CUSR0000SAS,CPIULFSL,CUUR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,MZMSL,DTCOLNVHFNM,DTCTHFNM,INVEST,VXOCLSx
10/1/2008,12398.1,10497.9,100.697,1055089,352969,97.3647,101.2176,99.7638,104.2681,98.6149,105.6875,87.9082,92.737,93.0244,101.6351,99.1817,102.2113,100.1144,33.6,72.0455,82.88,0.008227119,154876,144802,6.5,19.9,3170,3055,3990,1710,2280,476372.2985,136308,20895,725.4,6967,13147,8275,4872,115413,26004,5876.3,15102.9,8138,22549,40,3.4,40.5,33.7,777,77,124,414,162,736,75,126,375,160,38.9,33.2,50.3,43.5,173004,192047,64115,1015048,1515528,1.37,1471.7,7926.7,3652.9,1142.177,314.799,-333521,1586.5109,3826.4673,1649.1502,0.132112746,968.8,1202.75,2.962083677,16.29692846,0.97,3.19,0.67,1.2,1.42,2.73,3.81,6.28,8.88,2.22,-0.3,0.23,0.45,1.76,2.84,5.31,7.91,80.6369,1.1429,99.9659,1.6862,1.1847,178.3,186.7,189.4,215.9,76.65,234,37,216.995,118.799,195.608,366.53,175.931,109.677,257.712,216.751,206.776,209.425,100.684,101.283,103.801,99.572,19.55,22.14,17.9,57.6,8828.8,254726.54,866180.44,2199.5864,67.151
11/1/2008,12464,10529.2,100.503,1028942,340405,96.1487,100.2134,99.5517,103.6505,95.35,105.8288,89.0621,91.2754,88.7469,97.4054,96.8458,104.5872,98.2843,32.4,70.4551,80.92,0.007678876,154639,144100,6.8,18.9,3335,3260,3923,1704,2219,522945.1533,135539,20623,720.4,6813,13034,8193,4841,114916,25802,5838.2,14980.7,8101,22560,39.6,3.2,40.1,34.4,652,59,107,351,135,626,71,98,297,160,36.5,27.6,49.7,38.5,158997,183919,61964,1006963,1494242,1.44,1518.7,7985.8,3746.5,1480.764,609.135,-89650,1575.4617,3825.6142,1648.9691,0.132903138,883.04,1115.85,3.232394154,16.08191266,0.39,1.54,0.19,0.73,1.07,2.29,3.53,6.12,9.21,1.15,-0.2,0.34,0.68,1.9,3.14,5.73,8.82,83.0276,1.191,96.9656,1.5327,1.2171,172.9,179.5,179.7,187.3,57.44,201.9,25.5,213.153,118.867,175.507,367.459,168.25,109.191,257.821,212.215,201.075,205.438,99.545,100.854,98.866,99.562,19.64,22.31,17.95,55.3,8953.3,251393.94,855069.63,2140.0289,65.5864
12/1/2008,12393.2,10420.7,99.951,1023336,332007,93.3954,98.1082,98.193,101.6695,91.3523,104.4344,89.5729,87.7777,83.5345,92.071,93.5256,106.6049,98.8518,26.3,68.1437,74.4,0.006592238,154655,143369,7.3,19.9,3255,3498,4547,1936,2610,559319.9377,134844,20322,715.9,6701,12850,8065,4785,114522,25625,5797,14869.9,8070,22556,39.3,2.9,39.8,29.9,560,63,79,283,135,554,61,84,293,116,33.1,23.2,48.1,38,148257,173398,55143,996124,1462775,1.47,1606.9,8163.6,3861.7,1669.26,820.876,167311,1558.7448,3819.3298,1645.6913,0.134122077,877.56,1118.55,3.235106431,17.35650147,0.16,1.09,0.03,0.26,0.49,1.52,2.42,5.05,8.43,0.93,-0.13,0.1,0.33,1.36,2.26,4.89,8.27,80.8801,1.1404,91.275,1.4854,1.2337,169.7,174.9,172.3,176.7,41.02,185.7,18,211.398,118.119,166.673,368.748,164.636,108.811,257.988,210.172,198.127,203.584,99.007,100.422,96.515,99.599,19.72,22.47,18,60.1,9176.3,246190.46,843686.96,2091.3029,53.4633
1/1/2009,12260.8,10227.5,100.378,1000768,336759,91.2227,95.3875,95.1964,99.4432,81.4045,104.4433,84.5818,86.2306,79.2019,92.8727,90.7329,105.9983,99.3317,30.3,66.2099,66.93,0.005550672,154210,142152,7.8,19.8,3524,3662,4764,2065,2699,570362.2535,134053,19889,707.4,6567,12561,7832,4729,114164,25480,5762.7,14783,8018,22579,39.2,2.9,39.7,28.8,490,36,59,254,141,545,59,89,282,115,34.9,31.8,45.5,38,149368,152945,49853,977321,1444706,1.48,1588.3,8243,3889.4,1730.16,860.235,296739,1544.828,3801.1996,1650.492,0.135882106,865.58,1126.81,3.235980499,18.62172281,0.15,1.1,0.13,0.3,0.44,1.6,2.52,5.05,8.14,0.95,-0.02,0.15,0.29,1.45,2.37,4.9,7.99,81.3417,1.1267,90.1205,1.4462,1.2248,170.8,176.6,172.4,173.1,41.74,183.7,29,211.933,117.967,168.403,369.824,165.247,109.025,258.453,210.769,198.936,204.094,99.068,100.368,96.876,99.582,19.71,22.39,18.01,61.2,9328.7,237064.04,819511.57,2136.811,45.3008
2/1/2009,12127.2,10077.7,99.992,1005768,335860,90.6371,94.7107,94.7718,99.3344,83.0251,103.8427,84.2611,85.7395,78.3163,94.0763,90.5561,101.7817,101.2041,35.3,66.1837,63.43,0.004917817,154538,141640,8.3,20.2,3450,3936,5455,2456,2999,642605.9525,133350,19575,694.4,6446,12380,7699,4681,113775,25343,5717.9,14714.5,7970,22576,39.3,2.8,39.6,25.5,582,63,95,311,113,558,74,89,296,99,35.5,32.8,46,38,149684,145057,44418,950671,1422449,1.45,1570,8270.5,3888.2,1590.156,700.96,118463,1532.738,3824.9647,1649.3003,0.136980524,805.23,1065.45,3.43131776,19.01221021,0.22,0.67,0.3,0.45,0.62,1.87,2.87,5.27,8.08,0.45,0.08,0.23,0.4,1.65,2.65,5.05,7.86,83.4863,1.1639,92.9158,1.4422,1.2452,170.6,176.4,170.9,163.4,39.16,163.9,29,212.705,119.888,171.424,370.853,166.58,109.221,258.656,211.713,200.184,204.849,99.284,100.418,97.872,99.57,19.76,22.4,18.09,56.3,9399,233644.56,803715.57,2156.0185,46.3221
3/1/2009,12098.1,10010.8,99.748,985406,330402,89.2352,93.4791,93.6823,98.9668,83.276,103.3041,82.2413,84.116,75.6628,92.2394,88.8503,102.8394,100.1288,36.3,65.0375,59.57,0.004436914,154133,140707,8.7,20.9,3465,4122,5886,2625,3260,658789.6676,132527,19227,677,6291,12208,7577,4631,113300,25168,5673,14617.7,7927,22560,38.9,2.6,39.3,28.6,505,66,96,264,79,513,61,86,262,104,36,40.3,41.9,33,144994,144836,45631,927513,1402204,1.47,1579.4,8331.9,3921,1668.481,778.129,166018,1511.2481,3828.9694,1644.4756,0.137033924,757.13,1005.08,3.599117721,19.90644318,0.18,0.62,0.21,0.42,0.64,1.82,2.82,5.5,8.42,0.44,0.03,0.24,0.46,1.64,2.64,5.32,8.24,84.0118,1.1555,97.855,1.417,1.2645,169.1,174.2,168.3,160.1,47.98,161.5,31,212.495,120.368,169.449,371.705,166.142,109.264,258.744,211.541,200.626,204.601,99.193,100.253,97.666,99.528,19.84,22.6,18.13,57.3,9494.1,230616.18,794688.77,2172.9046,46.5347
4/1/2009,12117.3,9999.9,99.59,978282,331182,88.4857,92.5928,92.7519,98.7267,83.7991,102.8492,79.8866,83.5213,74.492,93.1167,88.1245,104.1303,100.1953,39,64.6031,58.5,0.004222912,154509,140656,9,21.7,3338,4138,6385,2634,3752,624802.2176,131841,18894,660.8,6154,12030,7428,4602,112947,25007,5627.5,14549,7870,22677,39,2.8,39.5,33.2,478,50,86,230,112,521,58,83,270,110,39.5,46.5,44.4,34.5,145715,143798,42816,909432,1384957,1.45,1610.9,8337.2,3919.5,1787.702,881.737,323543,1491.568,3837.5302,1640.8343,0.136312487,848.15,1107.42,3.147635049,25.18503247,0.15,0.48,0.16,0.35,0.55,1.86,2.93,5.39,8.39,0.33,0.01,0.2,0.4,1.71,2.78,5.24,8.24,82.47,1.1481,98.92,1.4712,1.2242,170,175.5,168.4,162.4,49.79,155.1,32,212.709,120.182,170.09,373.077,166.58,109.404,258.698,211.845,201.271,204.77,99.34,100.275,97.992,99.636,19.83,22.56,18.16,65.1,9527.5,228524.29,786755.45,2167.9564,38.5375
5/1/2009,12286,10001.6,99.639,976269,334811,87.5811,91.3803,91.2656,97.3524,79.8565,102.2419,77.8641,82.9931,72.8721,94.2503,87.1782,102.3375,98.7492,42.7,64.0048,58.45,0.004031313,154747,140248,9.4,22.4,3246,4458,7022,3049,3973,613216.1245,131490,18655,644,6100,11862,7289,4573,112835,24966,5602.9,14553.9,7844,22617,38.9,2.8,39.3,34.8,540,56,79,273,132,556,64,95,285,112,41.7,49,49.2,33,147757,150316,48888,900339,1367832,1.42,1614.4,8392.4,3939.7,1799.218,902.806,377358,1469.488,3877.5573,1647.3302,0.13479063,902.41,1166.96,2.89705714,30.48163504,0.18,0.37,0.18,0.3,0.5,2.13,3.29,5.54,8.06,0.19,0,0.12,0.32,1.95,3.11,5.36,7.88,79.0864,1.1076,96.6445,1.5418,1.1528,170.3,176.1,169.4,167.5,59.16,162.3,43.5,213.022,120.038,172.235,374.359,167.281,109.65,258.584,212.268,202.171,205.043,99.474,100.189,98.422,99.706,19.85,22.64,18.13,68.7,9616.3,227023.19,780544.98,2196.3949,31.8484
6/1/2009,12088.5,9933.1,99.534,974099,339377,87.214,90.9871,90.7216,96.9088,79.4147,101.8066,76.9777,82.6466,72.005,94.6104,86.8693,99.892,99.5375,55.4,63.8734,58.28,0.003962739,154716,140009,9.5,23.9,3114,4052,7837,3488,4349,598267.1239,131020,18422,635.9,6010,11726,7182,4544,112598,24908,5577.4,14536.8,7821,22576,39.1,2.8,39.6,40.7,585,80,104,277,124,601,63,100,320,118,45.8,51.7,50.4,31,154094,145398,48770,886440,1351260,1.38,1650.8,8401.1,3911.3,1704.001,809.734,371012,1436.3566,3860.2726,1633.1914,0.135012433,926.12,1199.77,2.763140846,35.6740676,0.21,0.36,0.18,0.31,0.51,2.71,3.72,5.61,7.5,0.15,-0.03,0.1,0.3,2.5,3.51,5.4,7.29,77.1646,1.0809,96.6145,1.6369,1.1264,173.5,180.3,171.7,175,69.68,167.5,50,214.79,120.276,180.667,375.177,170.658,109.983,258.686,214.326,204.578,206.832,100.067,100.184,100.713,99.837,19.87,22.66,18.17,70.8,9630.9,223602.24,768923.93,2244.4138,27.6964
7/1/2009,12051.8,9894.2,99.861,991095,340647,88.1641,91.7996,91.8424,98.2793,87.9639,101.0514,77.4488,83.7741,74.3278,95.0741,88.1173,99.6052,98.4175,59.9,64.8871,58.37,0.003997671,154502,139901,9.5,25.1,3137,3505,7839,2923,4917,565560.9327,130691,18278,628.5,5932,11668,7146,4522,112413,24817,5552.5,14495.2,7807,22521,39.3,3,39.9,47.1,594,61,110,297,126,595,64,109,292,130,49.9,57.6,52.2,32.5,151852,156288,52575,879915,1336304,1.36,1656.5,8405.1,3914.3,1693.737,796.542,429581,1395.4496,3839.4759,1633.2157,0.135489348,935.82,1212.51,2.674303463,41.90637602,0.16,0.33,0.18,0.27,0.48,2.46,3.56,5.41,7.09,0.17,0.02,0.11,0.32,2.3,3.4,5.25,6.93,76.5525,1.078,94.367,1.6378,1.1229,171.5,177.7,171.1,168,64.09,172.3,55,214.726,119.984,180.915,376.001,170.456,109.924,258.747,214.321,204.069,206.735,100.02,99.645,100.569,99.897,19.97,22.7,18.33,66,9640.7,222130.75,765121.92,2261.4131,25.9276
8/1/2009,12023.3,9860.4,100.878,990106,347223,89.119,92.6294,92.7886,99.1618,88.7784,101.9578,78.6221,84.8911,75.895,96.2065,89.1182,99.8744,97.7408,62.4,65.7212,59.69,0.004029297,154307,139492,9.6,25.3,2940,3927,7828,2791,5037,559076.6457,130479,18151,619.6,5855,11626,7113,4513,112328,24771,5535,14479.1,7782,22537,39.3,3,40,46.1,586,69,104,286,127,616,70,106,316,124,53.5,66.6,56.5,36,156570,157920,49743,873325,1316673,1.32,1657.7,8404.4,3900.9,1728.121,828.743,497293,1363.5887,3814.7356,1632.2738,0.135369658,1009.73,1290.39,2.42275988,52.87696823,0.16,0.29,0.17,0.26,0.46,2.57,3.59,5.26,6.58,0.13,0.01,0.1,0.3,2.41,3.43,5.1,6.42,75.3573,1.0683,94.8971,1.6532,1.0872,173.9,181,173.8,176.1,71.06,188.1,65,215.445,120.236,183.729,377.091,171.332,109.129,259.285,215.159,204.776,207.433,100.288,99.34,101.422,100.065,19.92,22.65,18.31,65.7,9613.8,221553.55,761172.44,2288.9411,24.3137
9/1/2009,12036.4,9838.9,99.837,990690,338708,89.7943,93.13,93.4568,99.9904,92.6581,101.8879,78.7923,85.7918,77.561,96.3479,89.8523,100.809,100.3154,61.2,66.3619,59.69,0.003976947,153827,138818,9.8,26.6,2841,3775,8402,2908,5494,547437.9527,130260,18043,614.3,5787,11591,7084,4507,112217,24717,5518.8,14447.2,7769,22451,39.2,3,40,47.8,585,66,105,297,117,609,70,105,309,125,54.4,63.3,58.4,41.5,157101,156902,49146,860825,1311424,1.31,1661.8,8402.3,3892.5,1819.739,922.595,615768,1337.7878,3768.02,1629.3348,0.134756,1044.55,1335.98,2.288066632,64.91708966,0.15,0.23,0.12,0.21,0.4,2.37,3.4,5.13,6.31,0.08,-0.03,0.06,0.25,2.22,3.25,4.98,6.16,74.0815,1.0391,91.2748,1.6323,1.0816,173.5,180.5,174.3,174.1,69.46,201.9,63.5,215.861,120.779,185.329,378.359,171.922,109.387,259.523,215.663,205.263,207.814,100.454,99.632,101.681,100.181,19.92,22.5,18.42,73.5,9591.5,219007.16,752414.36,2293.1017,23.7671
10/1/2009,11989.5,9830.2,100.026,994658,341460,90.1731,93.6385,93.9982,100.4904,90.9514,103.0442,79.6055,85.9982,77.8315,97.2887,90.0751,109.1944,98.4793,63,66.6278,61.53,0.004007947,153784,138432,10,27.5,3223,3552,8648,3006,5643,525144.0275,130060,17915,611.4,5716,11538,7044,4494,112145,24619,5500.1,14386.7,7754,22524,39.2,3.2,40.2,52.4,534,54,103,266,111,583,67,104,299,113,56,59.9,58.4,46.5,160173,162351,52625,853594,1318849,1.31,1675.3,8430.6,3893.9,1975.36,1056.716,791658,1307.8416,3743.0725,1633.2465,0.135190215,1067.66,1369.19,2.19202118,79.8640307,0.12,0.22,0.07,0.16,0.37,2.33,3.39,5.15,6.29,0.1,-0.05,0.04,0.25,2.21,3.27,5.03,6.17,72.8491,1.0213,90.3671,1.6212,1.0547,174.3,181.7,175,186.9,75.82,203,65,216.509,120.5,187.793,379.291,172.746,110.684,260.011,216.385,205.567,208.445,100.764,99.881,101.874,100.538,20.02,22.91,18.38,70.6,9577.9,218566.96,729066.3,2283.9535,23.5397
11/1/2009,12017.4,9847.9,100.012,1003259,344965,90.4311,93.3378,93.4481,99.7079,92.5762,101.5603,79.2376,86.971,79.3717,99.4969,90.9248,98.8031,97.2709,62.7,67.3604,60.6,0.003981865,153878,138659,9.9,28.9,2816,3457,8755,2847,5908,496614.8262,130053,17869,614.5,5696,11509,7020,4489,112184,24588,5489.4,14372.7,7756,22533,39.7,3.4,40.5,51.7,588,67,104,301,116,623,74,114,318,117,54.4,60.6,57.5,39.5,164187,161451,50780,842162,1327377,1.29,1689.3,8471.6,3899.8,2044.682,1141.597,924290,1289.9785,3803.8739,1631.9876,0.134461622,1088.07,1406.92,2.105256708,86.84311717,0.12,0.19,0.05,0.15,0.31,2.23,3.4,5.19,6.32,0.07,-0.07,0.03,0.19,2.11,3.28,5.07,6.2,72.4248,1.0131,89.2674,1.6599,1.0593,176.6,184.7,176.9,195.3,78.08,208.1,55,217.234,120.007,191.243,380.45,173.95,111.159,260.213,217.207,206.286,209.147,100.997,99.985,102.377,100.702,20.05,22.9,18.41,67.4,9585.4,215533.92,718230.87,2298.0528,22.4795
12/1/2009,12056.7,9864.2,100.506,1007307,346239,90.7512,93.764,93.8925,99.5774,91.4175,101.7381,80.9564,87.1542,79.4443,98.1753,90.7734,106.0283,95.2772,62.3,67.3541,62.14,0.004115777,153111,138013,9.9,29.7,2879,3457,8835,2712,6122,482927.0316,129774,17792,614.1,5654,11475,6999,4476,111982,24473,5475.1,14324.5,7743,22482,39.6,3.5,40.6,51.6,581,63,97,313,108,664,101,116,319,128,55.3,63,58.3,41.5,166371,158417,46714,825118,1325989,1.28,1698.7,8468.5,3896.3,2017.338,1140.45,970523,1265.1296,3776.5705,1635.8607,0.134268535,1110.38,1440.99,2.018227994,81.98598654,0.12,0.2,0.05,0.17,0.37,2.34,3.59,5.26,6.37,0.08,-0.07,0.05,0.25,2.22,3.47,5.14,6.25,73.3039,1.0301,89.9509,1.6226,1.0537,177.1,185.5,177.8,200.8,74.3,216,61.5,217.347,120.441,191.517,381.111,174.106,111.477,260.285,217.286,205.888,209.239,101.052,99.831,102.535,100.756,20.05,22.93,18.41,72.5,9546.7,213465.86,710913.8,2323.4799,19.5161
1/1/2010,12086.7,9823.1,100.353,1001504,346762,91.8162,94.7563,95.0002,100.3836,92.4724,102.4748,82.2549,88.311,81.5698,98.9943,91.7739,110.7371,92.3038,64.7,68.2062,65.44,0.004349329,153484,138438,9.8,30.3,2921,3390,8894,2574,6319,480692.7572,129802,17707,619.1,5580,11460,6989,4471,112095,24538,5455.3,14388.2,7733,22491,39.9,3.5,40.8,53.6,614,69,94,325,126,636,75,99,313,149,57.2,62.9,59,46,167944,181928,57443,829106,1327827,1.27,1680.1,8428.6,3875.4,2010.142,1112.375,970233,1238.6118,3757.6149,1630.9419,0.133291536,1123.58,1455.98,1.979683986,67.79279797,0.11,0.18,0.06,0.15,0.35,2.48,3.73,5.26,6.25,0.07,-0.05,0.04,0.24,2.37,3.62,5.15,6.14,73.8436,1.0345,91.1011,1.6158,1.0438,178.9,188,180.8,214,78.22,217.1,70,217.488,119.91,193.116,382.742,174.876,111.731,259.833,217.351,206.892,209.322,101.234,99.717,103.021,100.884,20.08,23.03,18.43,74.4,9493,222450.86,710973.4,2323.8812,19.8354
2/1/2010,12062.8,9791.4,100.654,1008381,347120,92.0991,94.3064,94.3802,99.462,90.8587,101.7623,81.73,89.5068,82.6211,99.6046,91.6971,111.699,94.7082,58.4,68.2626,66.64,0.004409449,153694,138581,9.8,29.8,2807,3390,8922,2793,6129,486521.4549,129733,17627,624.8,5500,11453,6985,4468,112106,24537,5443.6,14399,7724,22476,39.6,3.5,40.5,54.6,604,70,109,286,139,650,78,110,312,150,55.8,57.1,59.8,49,165627,175894,59172,829557,1334891,1.27,1702.2,8474.9,3900.4,2151.006,1225.481,1114254,1223.5152,3720.5083,1627.0631,0.133220596,1089.16,1414.15,2.026944312,54.29790347,0.13,0.2,0.11,0.18,0.35,2.36,3.69,5.35,6.34,0.07,-0.02,0.05,0.22,2.23,3.56,5.22,6.21,75.5175,1.0722,90.1395,1.5618,1.0572,177.7,186.4,180.4,208.8,76.42,200,67,217.281,120.184,191.978,384.308,174.321,111.753,259.97,217.101,206.948,209.049,101.248,99.416,102.846,101.008,20.12,23.08,18.47,73.6,9499.5,218553.65,702097.24,2328.8701,21.4925
3/1/2010,12090.5,9810.5,101.148,1021117,354704,92.7191,94.8859,95.0544,99.4792,91.7046,101.5415,83.3522,90.1773,84.5282,100.0024,92.8081,106.107,97.6668,60.7,69.2082,66.68,0.004386265,153954,138751,9.9,31.6,2769,3294,9087,2542,6545,471243.3119,129896,17672,631.2,5537,11453,6996,4457,112224,24573,5444.3,14422.1,7708,22518,40,3.6,41,54,636,65,96,342,133,687,72,115,357,143,58.8,61.4,61.3,56.5,169870,179486,56826,830206,1343419,1.26,1712.2,8468.6,3896.2,2106.62,1184.492,1092847,1209.9267,3706.1292,1637.1057,0.133583486,1152.05,1487.28,1.901827178,47.70970185,0.16,0.24,0.15,0.22,0.4,2.43,3.73,5.27,6.27,0.08,-0.01,0.06,0.24,2.27,3.57,5.11,6.11,75.2042,1.0666,90.7161,1.5058,1.0229,178.9,188,181.3,212.1,81.24,212.3,75,217.353,120.225,191.375,385.712,174.137,111.694,260.342,217.115,208.181,209.07,101.363,99.384,102.737,101.22,20.14,23.11,18.47,73.6,9440.7,258957.69,692658.01,2315.7306,16.8442
4/1/2010,12180.5,9906,101.277,1029274,356822,93.0609,95.1243,94.893,98.5395,91.8621,100.288,84.6403,90.6458,85.9643,100.4745,93.6211,98.1535,98.4496,63,69.9368,67.58,0.004409788,154622,139297,9.9,33.3,2725,3086,9130,2330,6800,466516.7508,130139,17729,635.9,5553,11489,7026,4463,112410,24579,5443.4,14422.8,7713,22569,40.6,3.8,41.1,55.6,687,82,118,379,108,637,75,116,319,127,58.1,62.4,58.9,50.5,169022,187167,62848,835636,1349413,1.25,1697.4,8499.9,3909.7,2044.367,1117.448,1037223,1207.4145,3711.5582,1636.2647,0.132546878,1197.32,1539.35,1.833539349,41.73383818,0.2,0.3,0.16,0.24,0.45,2.58,3.85,5.29,6.25,0.1,-0.04,0.04,0.25,2.38,3.65,5.09,6.05,75.3866,1.069,93.4527,1.5332,1.0052,178.9,187.9,182.8,210.6,84.48,223.3,78,217.403,119.646,191.249,386.589,173.874,111.45,260.672,217.138,208.722,209.087,101.349,99.172,102.388,101.348,20.18,23.06,18.51,72.2,9406.9,257338.98,687386.63,2316.3408,16.0581
5/1/2010,12267.7,9991.4,101.568,1027859,354657,94.4844,96.6774,96.7205,100.5519,95.1555,101.9279,86.4614,91.9139,87.7383,101.2491,94.9728,104.6132,97.9484,64.6,71.0724,68.73,0.004628595,154091,139241,9.6,34,2773,3127,8897,2260,6638,460362.2252,130661,17742,645.7,5520,11525,7053,4472,112919,24597,5439,14435.4,7699,22996,40.5,4,41.4,57.1,583,72,108,290,113,575,64,102,299,110,58.3,63.1,60.8,46,167101,186163,60317,838553,1351011,1.26,1706.2,8552.3,3935.9,2034.546,1111.335,1035709,1196.8742,3699.1408,1638.4214,0.131721783,1125.06,1448.92,1.955154984,33.72355787,0.2,0.44,0.16,0.22,0.37,2.18,3.42,4.96,6.05,0.24,-0.04,0.02,0.17,1.98,3.22,4.76,5.85,78.4684,1.1295,91.973,1.4669,1.0403,178.9,187.8,183.4,206.2,73.84,205.6,77.5,217.29,119.648,190.231,387.094,173.367,111.454,260.932,216.988,208.932,208.952,101.392,98.953,102.14,101.528,20.21,23.1,18.58,73.6,9432.3,254828.49,681791.4,2303.6043,30.7986
6/1/2010,12279,10000.3,101.769,1036467,354267,94.6828,96.609,96.5892,100.2992,93.9622,101.9512,86.841,92.433,88.2609,101.9193,94.9007,108.9694,97.3072,62.2,71.1448,68.84,0.004756114,153616,139141,9.4,34.5,2683,3159,8907,2284,6623,460380.1232,130528,17763,650.9,5516,11545,7072,4473,112765,24623,5442.9,14438.5,7689,22740,40.3,3.8,41,55.9,536,62,84,281,109,587,77,97,296,117,56.4,60,57.8,46,167406,185861,63545,840077,1362729,1.27,1722.2,8570.3,3945.8,2024.065,1099.205,1029307,1190.1931,3682.1684,1642.1284,0.131826921,1083.36,1398.58,2.034411461,28.416589,0.18,0.46,0.12,0.19,0.32,2,3.2,4.88,6.23,0.28,-0.06,0.01,0.14,1.82,3.02,4.7,6.05,79.0274,1.1255,90.8059,1.4768,1.0376,178.3,187,182.4,201.5,75.35,194.2,57,217.199,119.623,189.426,388.188,172.929,111.443,261.188,216.89,208.486,208.816,101.447,98.58,102.12,101.678,20.23,23.16,18.57,76,9443.3,252786.2,677809.06,2294.0051,28.7407
7/1/2010,12304.7,10027.4,101.832,1048281,354761,95.1542,97.203,97.4069,100.8443,97.2651,101.7019,88.1885,92.7588,89.1396,101.739,95.5286,108.3784,99.2306,57.7,71.7402,70.09,0.004829796,153691,139179,9.4,33.9,2806,2972,8714,2208,6506,457690.3057,130458,17777,657.5,5508,11561,7083,4478,112681,24660,5445.9,14456.4,7676,22569,40.3,3.8,41.1,59.5,546,76,92,271,107,579,67,102,297,113,56.4,57,58.9,49,168797,189993,61659,842330,1373923,1.27,1719.3,8579.9,3942.9,2015.253,1087.751,1021904,1189.0864,3662.0843,1643.8632,0.131532206,1079.8,1391.77,2.050997098,25.05769945,0.18,0.37,0.16,0.2,0.29,1.76,3.01,4.72,6.01,0.19,-0.02,0.02,0.11,1.58,2.83,4.54,5.83,76.7377,1.053,87.5005,1.5304,1.0422,178.5,187.3,181.9,207.1,76.37,193.6,57.5,217.605,119.322,191.082,388.123,173.391,111.555,261.525,217.369,208.469,209.237,101.569,98.265,102.438,101.805,20.31,23.2,18.68,67.8,9474.8,251341.38,675883.26,2352.0867,25.0588
8/1/2010,12351.6,10042.4,102.314,1049492,356952,95.4866,97.28,97.4087,100.6557,94.5607,102.2325,88.3967,93.394,89.7931,101.8537,95.6793,108.9666,98.4947,60.7,71.9744,70.21,0.004793146,154086,139438,9.5,33.7,2671,3534,8421,2162,6259,474830.5775,130424,17793,665.4,5524,11553,7090,4463,112631,24650,5446.4,14452.1,7676,22420,40.5,3.8,41.2,62.1,599,75,106,282,136,580,71,98,284,127,58,56.9,57.1,53,170117,192128,62872,846267,1385148,1.27,1746.1,8630.5,3960.3,2014.711,1085.053,1024970,1187.9435,3656.2042,1650.7147,0.131392854,1087.28,1405.53,2.046697569,22.60093243,0.19,0.27,0.16,0.19,0.26,1.47,2.7,4.49,5.66,0.08,-0.03,0,0.07,1.28,2.51,4.3,5.47,75.9153,1.0388,85.3727,1.5661,1.0404,179.4,188.5,182.8,211.4,76.82,209.1,61.5,217.923,118.96,192.287,389.059,173.829,111.587,261.722,217.698,208.925,209.529,101.713,98.333,102.782,101.897,20.31,23.25,18.63,68.9,9553.2,248909.09,673329.74,2389.1717,23.9907
